event_id,user_id,event_date,time,event_name,feature_name,session_duration_min
234,38,2025-09-09,7:49:15,Email Verification,,0
235,38,2025-09-16,7:49:15,First Product Use,,4
236,38,2025-10-06,7:49:15,Feature Use,Automation,29
237,38,2025-11-12,7:49:15,Feature Use,Reports,42
238,38,2025-10-14,7:49:15,Feature Use,Reports,14
239,38,2025-11-14,7:49:15,Feature Use,Automation,35
240,39,2025-12-14,7:37:51,Signup,,0
241,39,2025-12-17,7:37:51,Email Verification,,0
242,40,2025-11-05,3:26:06,Signup,,0
243,40,2025-11-05,3:26:06,Email Verification,,0
244,41,2025-05-27,9:30:37,Signup,,0
245,41,2025-05-31,9:30:37,Email Verification,,0
246,42,2025-08-21,2:15:25,Signup,,0
247,42,2025-08-22,2:15:25,Email Verification,,0
248,43,2025-07-15,3:51:10,Signup,,0
249,44,2025-03-01,1:53:01,Signup,,0
250,44,2025-03-05,1:53:01,Email Verification,,0
251,44,2025-03-05,1:53:01,First Product Use,,10
252,44,2025-04-07,1:53:01,Feature Use,Dashboard,26
253,44,2025-03-16,1:53:01,Feature Use,Notifications,16
254,44,2025-04-16,1:53:01,Feature Use,Dashboard,41
255,44,2025-03-24,1:53:01,Feature Use,Dashboard,25
256,45,2025-08-05,7:12:50,Signup,,0
257,45,2025-08-05,7:12:50,Email Verification,,0
258,45,2025-08-12,7:12:50,First Product Use,,19
259,45,2025-09-23,7:12:50,Feature Use,Collaboration,19
260,45,2025-09-07,7:12:50,Feature Use,Reports,2
261,45,2025-10-04,7:12:50,Feature Use,Dashboard,9
262,45,2025-09-01,7:12:50,Feature Use,Reports,39
263,45,2025-09-08,7:12:50,Feature Use,Reports,13
264,45,2025-09-30,7:12:50,Feature Use,Notifications,37
265,45,2025-08-19,7:12:50,Feature Use,Collaboration,11
266,45,2025-09-01,7:12:50,Feature Use,Collaboration,35
267,45,2025-09-05,7:12:50,Purchase,,0
268,45,2025-10-16,7:12:50,Subscription Renewal,,0
269,46,2025-11-16,5:40:06,Signup,,0
270,46,2025-11-18,5:40:06,Email Verification,,0
271,46,2025-11-25,5:40:06,First Product Use,,9
272,46,2025-12-10,5:40:06,Feature Use,Reports,32
273,46,2026-01-23,5:40:06,Feature Use,Export,10
274,46,2025-12-30,5:40:06,Feature Use,Export,6
275,46,2025-12-06,5:40:06,Feature Use,Reports,15
276,46,2025-12-14,5:40:06,Feature Use,Automation,37
277,46,2026-01-15,5:40:06,Feature Use,Dashboard,42
278,46,2025-11-30,5:40:06,Purchase,,0
279,46,2026-01-06,5:40:06,Subscription Renewal,,0
280,47,2025-11-28,11:41:39,Signup,,0
281,47,2025-12-01,11:41:39,Email Verification,,0
282,48,2025-11-18,11:26:55,Signup,,0
283,49,2025-10-17,1:58:16,Signup,,0
284,50,2025-01-29,2:33:08,Signup,,0
285,50,2025-01-29,2:33:08,Email Verification,,0
286,50,2025-02-05,2:33:08,First Product Use,,24
287,50,2025-03-28,2:33:08,Feature Use,Integrations,13
288,50,2025-02-05,2:33:08,Feature Use,Automation,22
289,50,2025-03-05,2:33:08,Feature Use,Collaboration,43
290,50,2025-02-05,2:33:08,Feature Use,Collaboration,43
291,51,2025-10-25,9:13:22,Signup,,0
292,51,2025-10-25,9:13:22,Email Verification,,0
293,51,2025-10-28,9:13:22,First Product Use,,17
294,51,2025-12-13,9:13:22,Feature Use,Dashboard,17
295,51,2025-11-20,9:13:22,Feature Use,Automation,21
296,51,2025-12-09,9:13:22,Feature Use,Automation,33
297,51,2025-11-23,9:13:22,Feature Use,Reports,23
298,51,2025-10-30,9:13:22,Feature Use,Dashboard,15
299,51,2025-11-23,9:13:22,Feature Use,Integrations,21
300,51,2025-12-12,9:13:22,Feature Use,Integrations,42
301,51,2025-11-07,9:13:22,Purchase,,0
302,52,2025-01-31,7:44:06,Signup,,0
303,52,2025-02-04,7:44:06,Email Verification,,0
304,53,2025-11-18,5:01:08,Signup,,0
305,53,2025-11-19,5:01:08,Email Verification,,0
306,54,2025-09-15,8:02:16,Signup,,0
307,54,2025-09-18,8:02:16,Email Verification,,0
308,55,2025-05-07,8:10:14,Signup,,0
309,55,2025-05-10,8:10:14,Email Verification,,0
310,56,2025-09-29,1:02:09,Signup,,0
311,56,2025-10-03,1:02:09,Email Verification,,0
312,56,2025-10-10,1:02:09,First Product Use,,9
313,56,2025-10-15,1:02:09,Feature Use,Reports,12
314,56,2025-11-07,1:02:09,Feature Use,Collaboration,21
315,56,2025-10-30,1:02:09,Feature Use,Integrations,30
316,56,2025-10-23,1:02:09,Feature Use,Integrations,42
317,56,2025-10-25,1:02:09,Feature Use,Dashboard,7
318,56,2025-11-16,1:02:09,Feature Use,Notifications,19
319,56,2025-11-02,1:02:09,Feature Use,Export,18
320,57,2025-06-27,2:47:31,Signup,,0
321,57,2025-06-29,2:47:31,Email Verification,,0
322,57,2025-07-08,2:47:31,First Product Use,,23
323,57,2025-07-18,2:47:31,Feature Use,Export,23
324,57,2025-09-02,2:47:31,Feature Use,Export,9
325,57,2025-09-04,2:47:31,Feature Use,Integrations,24
326,57,2025-08-16,2:47:31,Feature Use,Dashboard,25
327,57,2025-07-19,2:47:31,Feature Use,Automation,33
328,57,2025-07-09,2:47:31,Feature Use,Export,7
329,57,2025-07-11,2:47:31,Feature Use,Notifications,14
330,57,2025-08-12,2:47:31,Feature Use,Dashboard,40
331,57,2025-07-23,2:47:31,Purchase,,0
332,57,2025-08-20,2:47:31,Subscription Renewal,,0
333,58,2025-08-22,5:24:40,Signup,,0
334,58,2025-08-22,5:24:40,Email Verification,,0
335,58,2025-08-26,5:24:40,First Product Use,,3
336,58,2025-09-03,5:24:40,Feature Use,Dashboard,28
337,58,2025-09-09,5:24:40,Feature Use,Automation,26
338,58,2025-09-28,5:24:40,Feature Use,Automation,11
339,58,2025-09-24,5:24:40,Feature Use,Notifications,42
340,58,2025-08-29,5:24:40,Purchase,,0
341,59,2025-08-22,8:47:55,Signup,,0
342,59,2025-08-23,8:47:55,Email Verification,,0
343,59,2025-08-31,8:47:55,First Product Use,,23
344,59,2025-09-22,8:47:55,Feature Use,Export,16
345,59,2025-09-30,8:47:55,Feature Use,Export,11
346,59,2025-09-07,8:47:55,Feature Use,Export,20
347,59,2025-09-03,8:47:55,Feature Use,Notifications,42
348,59,2025-09-20,8:47:55,Feature Use,Collaboration,10
349,59,2025-10-21,8:47:55,Feature Use,Export,19
350,60,2025-02-09,4:22:37,Signup,,0
351,61,2025-07-04,10:01:21,Signup,,0
352,61,2025-07-06,10:01:21,Email Verification,,0
353,62,2025-05-10,10:42:01,Signup,,0
354,62,2025-05-10,10:42:01,Email Verification,,0
355,62,2025-05-18,10:42:01,First Product Use,,8
356,62,2025-06-23,10:42:01,Feature Use,Integrations,7
357,62,2025-07-09,10:42:01,Feature Use,Export,15
358,62,2025-07-06,10:42:01,Feature Use,Notifications,15
359,62,2025-06-26,10:42:01,Feature Use,Collaboration,33
360,62,2025-06-12,10:42:01,Feature Use,Integrations,4
361,62,2025-06-01,10:42:01,Feature Use,Notifications,31
362,62,2025-07-04,10:42:01,Feature Use,Dashboard,15
363,62,2025-07-03,10:42:01,Feature Use,Integrations,38
364,62,2025-06-27,10:42:01,Feature Use,Automation,3
365,63,2025-01-17,11:08:09,Signup,,0
366,63,2025-01-19,11:08:09,Email Verification,,0
367,63,2025-01-22,11:08:09,First Product Use,,4
368,63,2025-03-11,11:08:09,Feature Use,Export,24
369,63,2025-03-21,11:08:09,Feature Use,Notifications,40
370,63,2025-02-18,11:08:09,Feature Use,Notifications,42
371,64,2025-07-14,11:16:04,Signup,,0
372,64,2025-07-18,11:16:04,Email Verification,,0
373,64,2025-07-25,11:16:04,First Product Use,,10
374,64,2025-09-05,11:16:04,Feature Use,Integrations,29
375,64,2025-08-04,11:16:04,Feature Use,Reports,23
376,64,2025-08-29,11:16:04,Feature Use,Collaboration,8
377,64,2025-08-03,11:16:04,Feature Use,Automation,10
378,64,2025-08-31,11:16:04,Feature Use,Dashboard,20
379,64,2025-09-08,11:16:04,Feature Use,Dashboard,39
380,65,2025-08-04,7:28:01,Signup,,0
381,65,2025-08-08,7:28:01,Email Verification,,0
382,66,2025-08-14,11:01:39,Signup,,0
383,66,2025-08-18,11:01:39,Email Verification,,0
384,66,2025-08-23,11:01:39,First Product Use,,20
385,66,2025-08-29,11:01:39,Feature Use,Reports,20
386,66,2025-09-05,11:01:39,Feature Use,Dashboard,34
387,66,2025-10-09,11:01:39,Feature Use,Integrations,21
388,66,2025-10-05,11:01:39,Feature Use,Notifications,22
389,66,2025-10-20,11:01:39,Feature Use,Notifications,15
390,66,2025-10-15,11:01:39,Feature Use,Notifications,17
391,66,2025-10-06,11:01:39,Feature Use,Reports,42
392,66,2025-08-24,11:01:39,Purchase,,0
393,67,2025-11-27,2:19:07,Signup,,0
394,67,2025-11-29,2:19:07,Purchase,,0
395,68,2025-05-12,8:32:46,Signup,,0
396,69,2025-06-27,6:21:47,Signup,,0
397,69,2025-07-01,6:21:47,Email Verification,,0
398,69,2025-07-03,6:21:47,First Product Use,,23
399,69,2025-07-15,6:21:47,Feature Use,Reports,41
400,69,2025-08-01,6:21:47,Feature Use,Collaboration,42
401,69,2025-08-17,6:21:47,Feature Use,Notifications,17
402,69,2025-08-17,6:21:47,Feature Use,Reports,17
403,69,2025-08-23,6:21:47,Feature Use,Dashboard,11
404,69,2025-07-20,6:21:47,Feature Use,Collaboration,18
405,69,2025-08-12,6:21:47,Feature Use,Collaboration,41
406,69,2025-07-11,6:21:47,Purchase,,0
407,70,2025-08-30,3:08:54,Signup,,0
408,70,2025-09-03,3:08:54,Email Verification,,0
409,70,2025-09-04,3:08:54,First Product Use,,13
410,70,2025-10-25,3:08:54,Feature Use,Automation,37
411,70,2025-09-13,3:08:54,Feature Use,Collaboration,35
412,70,2025-10-04,3:08:54,Feature Use,Reports,29
413,70,2025-10-16,3:08:54,Feature Use,Notifications,33
414,70,2025-10-05,3:08:54,Feature Use,Dashboard,35
415,70,2025-10-08,3:08:54,Feature Use,Dashboard,40
416,70,2025-09-24,3:08:54,Feature Use,Reports,35
417,70,2025-09-11,3:08:54,Feature Use,Export,24
418,71,2025-01-31,9:39:55,Signup,,0
419,71,2025-02-02,9:39:55,Email Verification,,0
420,71,2025-02-05,9:39:55,First Product Use,,19
421,71,2025-04-01,9:39:55,Feature Use,Dashboard,36
422,71,2025-04-04,9:39:55,Feature Use,Dashboard,34
423,71,2025-02-21,9:39:55,Feature Use,Dashboard,27
424,71,2025-02-17,9:39:55,Feature Use,Notifications,20
425,71,2025-04-03,9:39:55,Feature Use,Dashboard,43
426,71,2025-02-13,9:39:55,Feature Use,Collaboration,22
427,72,2025-05-29,2:30:20,Signup,,0
428,72,2025-05-31,2:30:20,Email Verification,,0
429,73,2025-09-10,12:38:31,Signup,,0
430,73,2025-09-10,12:38:31,Email Verification,,0
431,73,2025-09-14,12:38:31,First Product Use,,10
432,73,2025-11-06,12:38:31,Feature Use,Automation,21
433,73,2025-09-17,12:38:31,Feature Use,Export,42
434,73,2025-10-25,12:38:31,Feature Use,Export,30
435,73,2025-10-06,12:38:31,Purchase,,0
436,73,2025-11-17,12:38:31,Subscription Renewal,,0
437,74,2025-06-06,12:24:14,Signup,,0
438,74,2025-06-08,12:24:14,Email Verification,,0
439,75,2025-03-16,1:13:06,Signup,,0
440,76,2025-06-02,3:07:57,Signup,,0
441,76,2025-06-05,3:07:57,Email Verification,,0
442,76,2025-06-12,3:07:57,First Product Use,,23
443,76,2025-06-14,3:07:57,Feature Use,Dashboard,16
444,76,2025-07-14,3:07:57,Feature Use,Notifications,9
445,76,2025-06-20,3:07:57,Feature Use,Reports,27
446,76,2025-06-13,3:07:57,Feature Use,Notifications,37
447,76,2025-06-23,3:07:57,Feature Use,Export,28
448,76,2025-07-05,3:07:57,Feature Use,Reports,17
449,76,2025-06-13,3:07:57,Feature Use,Notifications,11
450,76,2025-08-08,3:07:57,Feature Use,Reports,18
451,76,2025-06-23,3:07:57,Feature Use,Integrations,10
452,77,2025-01-22,3:42:08,Signup,,0
453,77,2025-01-22,3:42:08,Email Verification,,0
454,77,2025-01-23,3:42:08,First Product Use,,11
455,77,2025-02-04,3:42:08,Feature Use,Integrations,12
456,77,2025-03-12,3:42:08,Feature Use,Automation,32
457,77,2025-03-06,3:42:08,Feature Use,Export,8
458,77,2025-03-17,3:42:08,Feature Use,Dashboard,24
459,77,2025-02-23,3:42:08,Feature Use,Collaboration,16
460,77,2025-02-09,3:42:08,Feature Use,Automation,15
461,77,2025-02-04,3:42:08,Feature Use,Reports,21
462,77,2025-03-17,3:42:08,Feature Use,Automation,12
463,77,2025-02-14,3:42:08,Purchase,,0
464,78,2025-02-18,2:14:59,Signup,,0
465,79,2025-05-07,4:34:57,Signup,,0
466,79,2025-05-10,4:34:57,Email Verification,,0
467,79,2025-05-15,4:34:57,First Product Use,,15
468,79,2025-07-01,4:34:57,Feature Use,Collaboration,31
469,79,2025-06-23,4:34:57,Feature Use,Integrations,40
470,79,2025-06-08,4:34:57,Feature Use,Dashboard,14
471,79,2025-06-08,4:34:57,Feature Use,Dashboard,28
472,80,2025-11-08,7:07:19,Signup,,0
473,81,2025-09-24,12:24:35,Signup,,0
474,81,2025-09-25,12:24:35,Email Verification,,0
475,81,2025-10-02,12:24:35,First Product Use,,7
476,81,2025-11-29,12:24:35,Feature Use,Reports,2
477,81,2025-11-15,12:24:35,Feature Use,Automation,24
478,81,2025-10-19,12:24:35,Feature Use,Integrations,6
479,81,2025-11-18,12:24:35,Feature Use,Collaboration,32
480,82,2025-12-16,3:26:57,Signup,,0
481,83,2025-06-13,2:14:21,Signup,,0
482,83,2025-06-13,2:14:21,Email Verification,,0
483,83,2025-06-21,2:14:21,First Product Use,,17
484,83,2025-08-18,2:14:21,Feature Use,Reports,5
485,83,2025-07-15,2:14:21,Feature Use,Notifications,24
486,83,2025-07-31,2:14:21,Feature Use,Automation,42
487,83,2025-07-13,2:14:21,Feature Use,Dashboard,29
488,84,2025-08-09,8:43:49,Signup,,0
489,84,2025-08-13,8:43:49,Email Verification,,0
490,84,2025-08-15,8:43:49,First Product Use,,23
491,84,2025-09-09,8:43:49,Feature Use,Collaboration,29
492,84,2025-09-05,8:43:49,Feature Use,Automation,17
493,84,2025-08-26,8:43:49,Feature Use,Automation,8
494,84,2025-09-16,8:43:49,Feature Use,Export,16
495,84,2025-09-02,8:43:49,Feature Use,Integrations,16
496,84,2025-09-02,8:43:49,Purchase,,0
497,85,2025-08-28,10:30:13,Signup,,0
498,86,2025-09-16,12:13:55,Signup,,0
499,86,2025-09-17,12:13:55,Email Verification,,0
500,86,2025-09-22,12:13:55,First Product Use,,15
501,86,2025-11-04,12:13:55,Feature Use,Automation,43
502,86,2025-10-18,12:13:55,Feature Use,Reports,26
503,86,2025-10-10,12:13:55,Feature Use,Dashboard,28
